retailer_id,retailer_name,region,channel,onboarded_date,credit_limit,default_score,contact_number,email_id,gst_registered
R406,Retailer_406,South,Online,2022-08-26T00:00:00.000000000,81388.61680918404,0.8176921586659154,+91-9624026224,user406@retail.com,False
R407,Retailer_407,West,D2C,2018-03-12T00:00:00.000000000,46328.36648657684,0.14247027039027693,+91-9139613000,user407@retail.com,False
R408,Retailer_408,East,Offline,2019-02-09T00:00:00.000000000,23737.221132978768,0.9657163622559575,+91-9213956033,user408@retail.com,False
R409,Retailer_409,East,Online,2020-09-07T00:00:00.000000000,30862.162310381842,0.05983171395464826,+91-9829833551,user409@retail.com,True
R410,Retailer_410,North,Offline,2017-01-24T00:00:00.000000000,94098.31662084039,0.896168807186545,+91-9207839163,user410@retail.com,True
R411,Retailer_411,West,D2C,2017-10-31T00:00:00.000000000,77714.89813527717,0.6151632454243624,+91-9903177396,user411@retail.com,True
R412,Retailer_412,North,Modern Trade,2022-08-05T00:00:00.000000000,83837.79120119821,0.7430001097031571,+91-9981933151,user412@retail.com,True
R413,Retailer_413,West,Modern Trade,2017-05-18T00:00:00.000000000,9361.290916898215,0.09488022856317457,+91-9450636672,user413@retail.com,False
R414,Retailer_414,North,Online,2019-09-01T00:00:00.000000000,46190.61914318606,0.586550463493568,+91-9124029044,user414@retail.com,True
R415,Retailer_415,East,D2C,2019-10-24T00:00:00.000000000,50920.21274701223,0.6666783971461017,+91-9422510150,user415@retail.com,False
R416,Retailer_416,South,Modern Trade,2022-01-14T00:00:00.000000000,27061.949470791693,0.9484319710565139,+91-9722922589,user416@retail.com,False
R417,Retailer_417,North,D2C,2021-10-03T00:00:00.000000000,64090.98077861871,0.11756545171604882,+91-9207735630,user417@retail.com,False
R418,Retailer_418,South,Modern Trade,2019-06-21T00:00:00.000000000,54416.18965914862,0.13598036981185124,+91-9242577664,user418@retail.com,False
R419,Retailer_419,South,D2C,2015-03-25T00:00:00.000000000,34815.66143858945,0.6801802972362841,+91-9456143474,user419@retail.com,False
R420,Retailer_420,North,D2C,2019-09-24T00:00:00.000000000,79424.46810158086,0.05012158208443873,+91-9397410848,user420@retail.com,False
R421,Retailer_421,North,Modern Trade,2021-01-17T00:00:00.000000000,43547.902293751016,0.8658475181847993,+91-9935199535,user421@retail.com,False
R422,Retailer_422,South,Online,2016-07-31T00:00:00.000000000,60126.75218794671,0.6045557659526271,+91-9268688299,user422@retail.com,True
R423,Retailer_423,West,Modern Trade,2022-04-09T00:00:00.000000000,52452.55461968541,0.6968286763259145,+91-9871240641,user423@retail.com,True
R424,Retailer_424,West,Modern Trade,2022-07-01T00:00:00.000000000,10284.899131935339,0.6301696392316275,+91-9488957148,user424@retail.com,True
R425,Retailer_425,South,Offline,2022-03-03T00:00:00.000000000,71448.57984582712,0.833223252899858,+91-9875339905,user425@retail.com,False
R426,Retailer_426,North,Offline,2015-07-21T00:00:00.000000000,62286.79550271313,0.1640879912211819,+91-9651143203,user426@retail.com,False
R427,Retailer_427,West,D2C,2016-07-07T00:00:00.000000000,16142.723496826216,0.6848449643385688,+91-9950930580,user427@retail.com,True
R428,Retailer_428,West,Online,2019-06-14T00:00:00.000000000,10310.15408345847,0.03678224627286453,+91-9251541487,user428@retail.com,False
R429,Retailer_429,North,Offline,2021-01-06T00:00:00.000000000,43685.92298543717,0.8648428077544897,+91-9290809554,user429@retail.com,False
R430,Retailer_430,North,D2C,2022-08-01T00:00:00.000000000,41241.12798158548,0.8596288223274542,+91-9158982435,user430@retail.com,False
R431,Retailer_431,East,Modern Trade,2015-12-07T00:00:00.000000000,5198.054199202593,0.24439514503535176,+91-9357028785,user431@retail.com,False
R432,Retailer_432,West,D2C,2015-05-09T00:00:00.000000000,49931.0927319896,0.6892816195030038,+91-9996057369,user432@retail.com,True
R433,Retailer_433,North,Online,2020-04-09T00:00:00.000000000,11038.47883079272,0.260160513337902,+91-9417586131,user433@retail.com,True
R434,Retailer_434,South,Modern Trade,2018-06-15T00:00:00.000000000,34761.55808035934,0.3061543085195413,+91-9542527686,user434@retail.com,True
R435,Retailer_435,South,Online,2015-09-01T00:00:00.000000000,87202.51203738723,0.8835700988410534,+91-9163171245,user435@retail.com,True
R436,Retailer_436,East,Offline,2018-05-06T00:00:00.000000000,48070.36448228687,0.29038495423936184,+91-9207857081,user436@retail.com,False
R437,Retailer_437,East,Offline,2018-05-18T00:00:00.000000000,85664.1282701775,0.6891980836644661,+91-9353647675,user437@retail.com,False
R438,Retailer_438,North,Offline,2020-07-06T00:00:00.000000000,19778.72505722766,0.9012106982444169,+91-9587197949,user438@retail.com,False
R439,Retailer_439,East,D2C,2019-07-08T00:00:00.000000000,33128.962889416915,0.6058584924484882,+91-9852399084,user439@retail.com,True
R440,Retailer_440,East,Online,2016-04-03T00:00:00.000000000,22203.470234493114,0.5296131444347763,+91-9143547546,user440@retail.com,True
R441,Retailer_441,North,D2C,2019-08-07T00:00:00.000000000,11665.25997878196,0.6782014745195901,+91-9797793764,user441@retail.com,True
R442,Retailer_442,West,D2C,2022-10-10T00:00:00.000000000,10508.800363142334,0.16930200041127919,+91-9214029969,user442@retail.com,False
R443,Retailer_443,South,D2C,2015-03-27T00:00:00.000000000,60234.754731123736,0.7117179121224539,+91-9445264356,user443@retail.com,True
R444,Retailer_444,North,Modern Trade,2017-05-02T00:00:00.000000000,56638.36557167132,0.7787732869129188,+91-9445154133,user444@retail.com,False
R445,Retailer_445,North,Online,2018-10-16T00:00:00.000000000,88144.97720381696,0.9450515393005064,+91-9443814832,user445@retail.com,True
R446,Retailer_446,South,Modern Trade,2021-03-22T00:00:00.000000000,52704.44273067132,0.6825727822540437,+91-9217447909,user446@retail.com,True
R447,Retailer_447,West,Online,2017-08-04T00:00:00.000000000,86534.70251409794,0.5940611836562918,+91-9854527562,user447@retail.com,False
R448,Retailer_448,North,Modern Trade,2015-05-07T00:00:00.000000000,96020.41965277442,0.3638847919843724,+91-9483177449,user448@retail.com,True
R449,Retailer_449,North,Offline,2022-07-24T00:00:00.000000000,8862.817432848926,0.3925309267786996,+91-9261622302,user449@retail.com,True
R450,Retailer_450,South,Online,2022-07-29T00:00:00.000000000,72783.15353512592,0.8608145069105898,+91-9570905705,user450@retail.com,False
R451,Retailer_451,North,D2C,2021-08-14T00:00:00.000000000,51870.776233228746,0.7920400501013267,+91-9509485877,user451@retail.com,True
R452,Retailer_452,East,Online,2019-01-15T00:00:00.000000000,45186.37028297535,0.118592252307271,+91-9328880283,user452@retail.com,True
R453,Retailer_453,North,Offline,2019-02-01T00:00:00.000000000,34349.83487913509,0.9227543048536794,+91-9596579091,user453@retail.com,True
R454,Retailer_454,East,Online,2019-11-25T00:00:00.000000000,59402.946296314716,0.915894372692595,+91-9773540286,user454@retail.com,True
R455,Retailer_455,West,Offline,2019-07-06T00:00:00.000000000,37630.03581068562,0.8327993859893774,+91-9306917728,user455@retail.com,False
R456,Retailer_456,South,Offline,2017-09-08T00:00:00.000000000,46807.3194467916,0.7945885583632273,+91-9508660847,user456@retail.com,True
R457,Retailer_457,West,Modern Trade,2016-01-04T00:00:00.000000000,11037.832471282894,0.41638305529061903,+91-9754510607,user457@retail.com,True
R458,Retailer_458,West,Offline,2015-12-19T00:00:00.000000000,20961.262226064453,0.5464322353589299,+91-9287414036,user458@retail.com,False
R459,Retailer_459,South,Online,2021-07-16T00:00:00.000000000,34637.59980739929,0.6878637668801262,+91-9339125697,user459@retail.com,True
R460,Retailer_460,South,D2C,2017-09-30T00:00:00.000000000,6273.963633925319,0.0492449958011113,+91-9127018450,user460@retail.com,False
R461,Retailer_461,North,D2C,2020-03-22T00:00:00.000000000,25693.934780295156,0.6846489534020165,+91-9310235680,user461@retail.com,False
R462,Retailer_462,North,Online,2022-08-24T00:00:00.000000000,40759.2786532491,0.03398749262585099,+91-9686159813,user462@retail.com,False
R463,Retailer_463,East,D2C,2021-03-22T00:00:00.000000000,71789.16016462391,0.8297097341044635,+91-9991325193,user463@retail.com,False
R464,Retailer_464,North,Modern Trade,2016-05-12T00:00:00.000000000,34357.76180124741,0.32081551914159556,+91-9549532171,user464@retail.com,False
R465,Retailer_465,North,D2C,2022-02-18T00:00:00.000000000,14833.46420886114,0.08784870499636688,+91-9408448042,user465@retail.com,False
R466,Retailer_466,North,Modern Trade,2021-06-09T00:00:00.000000000,32311.94628461681,0.22716969077619276,+91-9938981959,user466@retail.com,True
R467,Retailer_467,West,Offline,2018-12-21T00:00:00.000000000,97342.29124869501,0.3527182164307814,+91-9727098775,user467@retail.com,False
R468,Retailer_468,East,D2C,2020-12-14T00:00:00.000000000,8983.32721257313,0.7454923765192109,+91-9384427458,user468@retail.com,True
R469,Retailer_469,West,Online,2020-09-09T00:00:00.000000000,61697.85625131215,0.7680063014811118,+91-9467870610,user469@retail.com,True
R470,Retailer_470,South,D2C,2022-05-02T00:00:00.000000000,57386.827802387976,0.5240638874189291,+91-9904853087,user470@retail.com,False
R471,Retailer_471,West,D2C,2020-03-06T00:00:00.000000000,22948.857196480356,0.22041404971398038,+91-9234688021,user471@retail.com,False
R472,Retailer_472,North,Offline,2020-02-05T00:00:00.000000000,87018.72451868097,0.9548317669098457,+91-9339006818,user472@retail.com,True
R473,Retailer_473,East,Modern Trade,2020-05-04T00:00:00.000000000,13857.28316770515,0.9656615204551319,+91-9107983416,user473@retail.com,False
R474,Retailer_474,South,Online,2020-08-22T00:00:00.000000000,53526.08128627874,0.0027957714721996707,+91-9725827159,user474@retail.com,True
R475,Retailer_475,West,Modern Trade,2019-05-07T00:00:00.000000000,92978.37074735352,0.9297052192787065,+91-9753201643,user475@retail.com,False
R476,Retailer_476,West,Online,2018-07-03T00:00:00.000000000,65003.74578313649,0.29536143573855556,+91-9744636115,user476@retail.com,True
R477,Retailer_477,North,Online,2020-01-10T00:00:00.000000000,94367.63350502458,0.9594833181242662,+91-9379914058,user477@retail.com,False
R478,Retailer_478,South,D2C,2020-06-29T00:00:00.000000000,67547.63390925634,0.6169086507896376,+91-9738568328,user478@retail.com,False
R479,Retailer_479,North,Offline,2021-08-31T00:00:00.000000000,96410.68631497285,0.6154106048181587,+91-9943559227,user479@retail.com,True
R480,Retailer_480,North,Online,2017-02-09T00:00:00.000000000,30466.160449631032,0.019837493628003022,+91-9518564283,user480@retail.com,True
R481,Retailer_481,North,Online,2017-02-07T00:00:00.000000000,34588.58847394482,0.7114505311391043,+91-9113588923,user481@retail.com,False
R482,Retailer_482,West,Offline,2018-07-02T00:00:00.000000000,86387.1170845952,0.7660022254598958,+91-9881870633,user482@retail.com,True
R483,Retailer_483,South,Online,2020-05-18T00:00:00.000000000,12728.751842130008,0.5259809811103343,+91-9217919216,user483@retail.com,False
R484,Retailer_484,North,D2C,2015-01-29T00:00:00.000000000,83544.5948922966,0.5093075279173896,+91-9393223948,user484@retail.com,False
R485,Retailer_485,East,Offline,2020-06-23T00:00:00.000000000,77533.58258875596,0.4913783328417247,+91-9843814749,user485@retail.com,True
R486,Retailer_486,North,Modern Trade,2016-07-16T00:00:00.000000000,53855.464480977476,0.0003899560298362692,+91-9888394476,user486@retail.com,True
R487,Retailer_487,North,Offline,2022-04-26T00:00:00.000000000,21614.298715865294,0.2904180253491486,+91-9766933626,user487@retail.com,True
R488,Retailer_488,North,Modern Trade,2020-06-10T00:00:00.000000000,66850.34374380394,0.594230073194543,+91-9515811442,user488@retail.com,False
R489,Retailer_489,East,Modern Trade,2019-11-11T00:00:00.000000000,72679.70489038342,0.6878626078413678,+91-9631166907,user489@retail.com,True
R490,Retailer_490,South,Offline,2019-02-12T00:00:00.000000000,51773.83149015396,0.6783094127550604,+91-9336529820,user490@retail.com,True
R491,Retailer_491,North,Offline,2017-10-30T00:00:00.000000000,31928.058505145516,0.7489961983026082,+91-9898236054,user491@retail.com,True
R492,Retailer_492,West,D2C,2022-09-21T00:00:00.000000000,75321.11719204219,0.635415525356052,+91-9576050824,user492@retail.com,False
R493,Retailer_493,East,Online,2015-03-11T00:00:00.000000000,15855.48833989172,0.26478556925852714,+91-9808176192,user493@retail.com,True
R494,Retailer_494,South,D2C,2018-09-21T00:00:00.000000000,31966.467964976186,0.7590518249276834,+91-9471852280,user494@retail.com,False
R495,Retailer_495,North,D2C,2017-12-09T00:00:00.000000000,12263.887798304102,0.6624030406839789,+91-9119891077,user495@retail.com,True
R496,Retailer_496,East,Modern Trade,2019-06-10T00:00:00.000000000,85443.38252181251,0.05034643366650515,+91-9184061151,user496@retail.com,True
R497,Retailer_497,East,Modern Trade,2016-08-02T00:00:00.000000000,30913.55104588692,0.032222650384202356,+91-9910242096,user497@retail.com,False
R498,Retailer_498,North,Offline,2016-12-30T00:00:00.000000000,55160.72898411565,0.4169895978445811,+91-9793149437,user498@retail.com,True
R499,Retailer_499,North,D2C,2015-11-13T00:00:00.000000000,72492.04074410175,0.6974824579854764,+91-9828741282,user499@retail.com,True
