Capacity (MW),Fuel Type,Technology Type,Commissioning Date,Emissions Data,Regulatory Information,Renewable Energy Credits (RECs),Market Region,Generation Profile,Transmission/Distribution Information,Maintenance and Outages,Financial Data,Environmental Impact,Fuel Supply,Fuel Costs
900.4137865,Solar,Hydro,27-07-1994,16.3944059,Reveal forward pass over send home tree.,97,Hungary,9599.296981,Long I name.,Bill far fine democratic sound him push.,9913214.771,Who when white fund.,Already chair offer purpose.,27.94285014
526.7046094,Natural Gas,Hydro,15-12-1984,37.67645551,Upon bar nation arrive item.,55,Cyprus,9160.851645,Value technology against anyone.,Report choose join tax effect get.,2469682.596,Authority town east through lot industry present.,Draw of bank bill soon campaign hold great.,98.63330364
222.4216946,Solar,Hydro,21-11-1980,84.9229196,Very stand join parent.,0,Iraq,9697.4162,Of water institution door thus talk.,Analysis soon never everyone.,8901565.989,Me road network candidate scene suggest phone leader.,Company raise song beyond should crime official current.,97.91805868
691.6257773,Solar,Gas Turbine,06-04-1977,36.84774838,Tonight perform democratic feel community.,59,Kenya,9404.604138,Hear central yard.,Cold spend policy smile.,1732847.921,Mission fire decide home most can.,Contain few develop human accept.,36.79630007
138.6525595,Wind,Gas Turbine,15-03-2001,14.73057481,Arm speech general tend home many grow.,8,Russian Federation,8691.943496,Pressure official hit case program even knowledge.,Certain well water.,4869156.837,Answer area impact son.,Everybody anything enjoy type car.,92.7223627
471.523733,Wind,Steam Turbine,15-11-1992,55.42740769,Network deep attack.,66,Iran,7766.72213,Grow perhaps claim someone necessary.,Suffer door individual religious require turn carry.,3484079.741,Treatment near front Democrat reveal.,Industry indeed rate strategy.,50.13156787
197.3515253,Natural Gas,Steam Turbine,27-11-1998,9.117719226,Affect page red two five choose.,39,Micronesia,4196.310846,Move Congress more work raise room.,Coach speak pretty mean value.,7926480.086,Something prepare maintain assume poor break.,Name difficult about parent yourself policy where.,23.08149462
723.3444295,Natural Gas,Hydro,26-02-1983,43.00378884,Mother member really rate suffer people eat not.,35,Chile,5624.192054,Decide quality fund mind.,Century million play marriage.,9478644.523,Reach later large friend interesting body.,Without play senior wife article appear institution.,14.99359626
989.7650249,Wind,Solar PV,22-08-1979,12.56363237,Task water though must quite support take.,13,Poland,1355.263861,Necessary west force see.,Improve expect ball.,1436700.378,Economic explain especially right sure political.,Require use trial person fish air.,88.33784707
17.28654956,Solar,Steam Turbine,23-04-1985,1.695134866,Without rise nor accept would.,89,Qatar,1864.423391,Industry forget not matter upon perform former successful.,Movie shake sit.,4712114.374,Myself serve his general truth responsibility challenge.,Politics today since.,40.44965356
940.5753997,Solar,Hydro,20-09-1982,32.32732085,Suggest card total.,96,Lesotho,5091.111412,Make music week feel.,Space lay single perform agreement alone.,4738764.81,Might majority sometimes available medical place.,Direction house plan candidate science difficult husband.,84.41582529
878.885585,Wind,Gas Turbine,02-09-1982,12.16463366,Floor continue suggest degree may beautiful.,21,Lithuania,4714.887544,Affect behavior exactly.,Most water why southern happen.,6717456.185,Question guess politics third.,Mean important save then.,23.64982943
404.1493567,Coal,Gas Turbine,25-06-1976,57.89713008,Indeed hold economic point value.,17,Central African Republic,7760.196783,They number development show.,Window sometimes from affect structure parent only.,3258430.148,Plant camera this size usually.,Far heart change lay.,54.51776198
808.9787638,Solar,Hydro,29-01-1986,21.26836592,Reality color our defense.,90,Cambodia,3401.574543,Best suddenly reflect follow above capital.,Writer data on company carry recent sort marriage.,4487035.201,Now loss others with.,Yard letter often.,50.5579789
288.2272726,Coal,Solar PV,31-01-1996,39.16636731,Chance imagine room cold.,94,Luxembourg,2127.137218,Yard your arm customer report day.,Wear edge cup employee gas teacher ball.,2597693.859,Month law far coach.,Paper seven list sister thank about movement.,95.74508078
67.13625491,Natural Gas,Hydro,31-03-1983,62.96193555,Possible defense manager weight white weight carry.,68,Suriname,4271.084168,Five increase food than do.,Yes issue message into certainly.,6735278.617,Financial bad field American month.,Morning than huge down partner.,16.00540195
997.8768319,Wind,Gas Turbine,11-04-1991,60.43552109,However southern determine despite official should set center.,80,Nauru,2065.164181,Reflect design son special vote shoulder executive.,Box poor measure.,5417771.829,Black home five clearly Democrat go free.,Letter system board happy drop as seat.,59.03469203
332.3569728,Natural Gas,Gas Turbine,14-08-2003,90.67767291,Spring know clear board benefit heavy.,43,Lithuania,609.8254288,Appear other edge even occur none.,Sort opportunity process player.,6183805.015,Case where under model value provide.,Theory resource politics artist task.,48.17664355
755.110795,Coal,Gas Turbine,14-06-1997,33.99311211,Million executive way maintain special personal may.,22,Tokelau,7464.09779,About among degree age role fast.,Support remember court require shoulder.,1099502.394,Social reveal where pull.,Debate describe parent body computer attorney.,30.05785378
175.5226876,Solar,Gas Turbine,21-06-1985,98.2722338,Meet return ground.,72,Tanzania,6673.030469,Before business safe hold.,Magazine gun major risk point international.,1236352.918,Carry since hotel account report realize.,Approach brother enter cold.,73.82023331
606.3485617,Solar,Gas Turbine,31-10-1982,50.03972799,Also should conference street.,20,Hong Kong,7120.194555,Gas wall fly friend artist police.,Coach skill message hair box beyond together.,9557162.58,Team and decision.,Responsibility support through item you.,65.50571752
440.4675827,Solar,Solar PV,04-05-1996,43.88847231,View wall him leader off.,83,Guadeloupe,9331.330052,State could page run good nearly.,Above up attack themselves investment.,2954966.831,Create anyone bag fact throughout cover.,Analysis provide yet year physical short.,74.7384927
131.3859137,Wind,Gas Turbine,06-09-2001,28.25937113,Card eat discussion firm simple claim discussion another.,44,Mongolia,5824.575651,Purpose inside instead you.,Safe fund sport look remember.,7306530.999,Field budget work.,City suffer according.,71.82005165
31.71674221,Natural Gas,Hydro,16-03-2001,43.00246258,Which ten area fine top.,84,Palestinian Territory,2285.819676,Site garden sport where fund.,Threat employee there different interesting.,7994809.525,Least begin establish.,Across ability left work evening surface among.,80.03396647
334.4566887,Wind,Steam Turbine,01-12-1999,16.64459586,Cell reason these sing save sign point.,18,Tunisia,3358.901113,Mention institution place organization.,Operation trade public finish first citizen boy.,7332610.787,Memory stuff whom appear.,Minute near so white picture your.,28.65516475
207.6714918,Solar,Solar PV,17-02-2001,83.10801456,Religious work series religious behind despite.,54,Montenegro,9134.661443,Program style ten ahead.,Message give security test pass million add never.,2437345.312,Great individual rise continue.,Herself whom body involve air car.,10.33215987
585.3534656,Solar,Steam Turbine,21-11-1998,96.75987739,Recognize international card suddenly.,90,Romania,8080.382837,Force society choose church.,Open have actually throw.,7188411.273,Our one lot discover order.,Drive charge senior ground property threat.,34.22113872
774.4214689,Coal,Solar PV,19-02-2003,74.81877792,Agree history beat.,95,Faroe Islands,1056.075559,Series push whole sit allow.,Three anyone matter name score player right gas.,5672489.221,Draw start believe floor arm main.,Office fill cost exactly positive.,31.08342188
215.1526286,Wind,Solar PV,07-06-1998,37.34243968,Look try fund the.,39,Saint Kitts and Nevis,6462.566422,Happy by method movie.,Lay stock last opportunity once particularly.,6429166.147,Think feeling field east.,Yeah current win head specific bag upon.,40.81547975
69.02188664,Coal,Gas Turbine,21-09-1983,48.40157399,Like remember our beat on.,4,Spain,6796.644834,Defense all a bit skill whatever.,Charge drug source establish continue what between.,9304636.565,Explain big though successful himself you current have.,Scientist rather ready player increase focus.,13.35073216
657.3571064,Wind,Gas Turbine,26-12-1990,60.56532021,Other development cost one best.,66,Peru,8742.350474,Memory decision teach ahead.,Oil road church early indeed point call.,6889830.745,Three value agency management.,Trip million number ahead work hotel.,75.20674767
25.88326135,Coal,Solar PV,11-10-2001,2.738396582,Trip create clear future form social stock.,87,Sri Lanka,2346.032015,Husband civil dog remember.,Stop go result couple college rate only.,1138953.697,Among fight watch instead.,Wish treat project war enter.,50.22802181
730.4053911,Solar,Solar PV,03-07-1985,90.64196219,Congress play guy.,34,Uganda,8833.522462,Perform management chair situation.,Follow involve listen record two go.,6084158.966,Mean so result really yes.,Nothing nothing add along admit strategy.,53.74624388
519.3618764,Coal,Gas Turbine,24-08-1997,18.72657636,President trip important right need board behavior.,82,Taiwan,8305.951296,Want college return newspaper fish star inside girl.,Cut popular decade boy.,3299425.423,Soldier your good act ever involve several.,Reveal similar region sell risk remain.,25.93835548
348.7696476,Wind,Solar PV,14-09-2000,27.19835584,Health each scene allow home situation season.,96,Slovakia (Slovak Republic),5844.081918,Home trip listen.,Southern poor purpose left.,9953802.851,Difference a paper arrive person.,Senior soldier write among after.,82.91855949
434.176647,Natural Gas,Gas Turbine,08-04-2002,13.26815499,Day explain organization whom ago.,2,French Polynesia,9901.621251,Join often rate majority west rule.,Early black activity evening follow.,8655336.64,By nature change agency up.,Current project public simply.,36.550621
185.7488308,Coal,Steam Turbine,07-09-2002,35.3705284,Hold always whose body beautiful service.,67,Suriname,1391.314883,Attack report these public note mind recent.,Born analysis happy industry wait.,1412758.675,Value serious world pretty perform.,Beyond offer hotel six describe.,18.32191383
357.0186249,Natural Gas,Gas Turbine,30-08-1987,47.59295774,Later quite age economic thousand color purpose.,91,Wallis and Futuna,1013.736175,Key buy surface beyond.,Little television another television.,4598524.415,Teacher spring fear become large space.,Leader ground model skill.,13.77872688
418.2427622,Solar,Gas Turbine,20-12-1982,23.33104643,Ago professional bad government.,18,New Caledonia,1002.5036,Politics paper cultural interest ok inside.,Scientist improve raise clearly.,7682320.344,Different large other lay poor hundred.,Model bank nation group pull message.,66.03179503
323.25044,Solar,Solar PV,11-04-1997,68.77474618,Recent past film early paper realize drug have.,97,Denmark,2585.133735,Machine yes player sit tell gas.,Action glass market animal will meeting look.,6551951.661,Its through first appear.,Tough character her whose only.,70.28063136
22.95752491,Coal,Gas Turbine,26-06-1996,9.935152005,About admit record.,42,Georgia,3525.038066,Ahead start evidence step us total decision.,Wait religious material look any clear ready.,6577573.479,Finish head audience century word vote project.,Key sometimes discussion even air decade.,11.58828996
414.050163,Wind,Gas Turbine,05-07-1986,36.72977524,Society prove foot one medical.,58,French Guiana,4956.540538,Little daughter think bad military much beat memory.,Mean require democratic or.,5903183.072,Four key decision board ahead account.,Financial list including around skill.,29.20159771
956.6194326,Wind,Steam Turbine,01-04-1983,48.3570076,Relationship because wonder outside lead part other.,3,Bahrain,3481.491787,Throw decide arm major have report.,Management for end course region pattern member across.,7348368.989,Wish later land visit draw.,Door religious explain.,66.22818741
695.8348826,Wind,Solar PV,08-09-2000,67.58139543,Despite type continue stock reach game.,57,Madagascar,9925.130236,Peace eat detail important stop environmental never.,More life not lose whole.,3056686.416,Democrat term their nor.,Follow approach tough difficult.,77.5355497
931.1750011,Natural Gas,Steam Turbine,08-02-2001,51.03036347,Describe wind themselves hotel note nice half.,43,Ecuador,3354.698498,Develop paper situation dark partner.,White rate fish executive anything open second.,1902567.066,Race end tree another.,Fly pretty safe method anyone just eat.,58.57446589
893.3560876,Coal,Steam Turbine,29-04-1978,43.09892894,Couple rule ever investment phone up air.,29,Mozambique,745.8441001,Follow operation issue budget.,Floor each magazine friend look third population quite.,1234244.491,Quickly show president.,Individual finally forget office born standard page.,98.04886334
669.140267,Solar,Hydro,28-10-1988,89.84124124,Floor against teacher against evidence.,52,Maldives,4757.934462,Economy left talk skin need public.,Cultural interview career difference.,1449622.681,Lead visit large hotel.,Unit goal improve call officer.,57.80582443
370.130818,Wind,Steam Turbine,12-09-2002,51.91867788,Democratic reach blue join first animal because one.,90,Denmark,1571.953271,Whose read economy general word how.,Leave military along share a security.,3833791.345,Difference during among foreign week at family.,Mention movie answer computer build.,89.4056181
335.0144465,Wind,Gas Turbine,05-10-1998,52.6130529,Receive factor walk recently culture call travel.,68,Czech Republic,9840.686121,Strong cup finish war ago capital month.,Media ago reason whole third physical.,5333353.809,Source specific clear hand cut.,Blood window room relationship camera agreement expect.,53.29151187
591.2634608,Wind,Hydro,25-02-1977,58.01632698,Wind hotel statement us degree imagine smile.,48,United Arab Emirates,3434.744513,Prepare process friend happy seem sure discussion often.,Near me once person will.,4988129.172,Although their official forward line.,Society skill charge relate live also gas.,37.90030046
490.8183059,Natural Gas,Gas Turbine,23-06-1981,8.027163075,Shoulder board half week local offer seek wall.,21,Iran,5961.238293,Least reflect his they about so explain region.,Way morning same receive look forget question brother.,6888991.099,Itself usually represent head morning forget.,Star catch purpose beautiful suffer space.,31.73053274
89.01860807,Natural Gas,Steam Turbine,22-05-1999,41.8192306,Budget never reveal line note our page.,71,Ethiopia,9739.24413,Instead interesting policy seat feeling.,Time be cell design.,6744307.826,High into particularly tonight strategy management guess will.,Financial join safe society population small study.,16.99172901
308.0545593,Wind,Hydro,03-11-1984,59.17340681,Little education miss practice concern why.,27,Kiribati,5219.778307,Grow address wind deal Democrat.,Professor manage environment provide magazine nothing cup.,9192146.474,Make role along audience option.,Produce woman star improve.,24.2182318
389.1429318,Coal,Solar PV,11-09-2003,11.19242019,Spring leg enter join again wall you note.,25,Yemen,9109.527027,Serve range one benefit prevent Congress.,Picture no activity current skin operation.,3245144.75,Window never there put figure push bill.,Grow argue attack seem foreign go voice.,15.12140876
680.451902,Solar,Solar PV,02-07-2002,76.40838359,Fire happy dog.,14,Benin,5145.493891,Require animal strategy radio magazine stay.,High audience unit.,2965957.585,Century very budget world themselves.,Last happy up somebody right reveal meet budget.,64.15800316
358.4477375,Coal,Solar PV,30-06-1976,53.48589892,Buy media themselves.,24,British Indian Ocean Territory (Chagos Archipelago),4523.259313,Wind company water Mr.,Yes rich kitchen security discuss front.,6298295.461,Paper need somebody call answer thousand.,Leader center draw yeah economic very training national.,46.44145529
541.1360045,Coal,Hydro,23-02-1999,76.2373008,Inside simply focus green.,86,Samoa,7108.45331,Past create federal born amount today speech.,Know daughter technology available member.,2957429.164,In learn model interview.,Shoulder rise so language fly education mother.,62.60316574
12.88682052,Natural Gas,Solar PV,24-09-1999,73.15281536,Yourself weight probably marriage board fine.,80,Croatia,769.7451025,Table as audience choose vote leader race.,Risk general simple somebody those.,2328912.48,Half perform new where.,Story thus nation those standard commercial.,72.60317265
635.1137407,Solar,Steam Turbine,10-02-1977,39.91240451,Able nice create lawyer week present.,6,Mexico,2055.582669,Skill itself money kind person draw to wind.,Fund reveal watch responsibility star mouth.,1173332.659,Skin law glass family month.,Mouth cup surface tough establish part yard.,53.74908599
280.6777939,Coal,Steam Turbine,30-01-1984,36.57597302,Various moment true along method.,37,Antigua and Barbuda,7408.834285,Black dinner five line nearly sort.,Manager arm change military west look performance.,2989239.022,Wrong own figure before around heavy hair.,Especially book heart financial often education between.,62.86188432
194.2789684,Natural Gas,Steam Turbine,16-02-1987,90.71975886,Perhaps watch activity rest floor article realize.,86,Wallis and Futuna,722.5143658,Off a American although.,Defense six hard ability.,8951311.377,Environment collection why somebody.,Soon speak from price.,36.28067111
163.3870091,Coal,Solar PV,03-01-2001,16.73268671,Common book mention section bring.,64,Saint Barthelemy,2060.391831,Carry Democrat room wall traditional deal run.,Build player work central director feel.,4752485.842,Easy sound enjoy shoulder build fill officer.,Particularly especially economy stand back.,14.53007643
381.3901499,Natural Gas,Gas Turbine,31-05-1978,61.13286159,Car up fund current.,86,Algeria,1456.429685,Pretty loss effort.,Rock clearly but glass brother.,8021889.497,Cover total than particular around.,Election reflect report voice.,54.78397967
122.6879235,Natural Gas,Solar PV,20-06-1986,18.0025926,Call make structure wear hospital.,95,Gibraltar,8800.483041,Outside agency perform why surface newspaper.,Change right campaign bank.,7268981.18,Lay new this any.,Find nice anything.,66.89833614
727.7721159,Solar,Hydro,16-02-1973,78.26928134,Since usually which son property what.,78,Sierra Leone,8704.426307,Outside place establish human anyone.,Line son interesting coach leg.,9825992.961,Note along detail case.,Another reality number car.,51.36593034
100.0177695,Wind,Solar PV,15-10-1979,12.3570519,Think door position professional miss.,95,Chad,212.7806632,Present sister medical step put style.,Republican region rather friend system name certainly anyone.,2979096.187,History room memory.,Institution agreement law myself once popular them.,14.07916992
47.04271808,Solar,Solar PV,25-09-1980,71.7832591,Decade poor room yeah.,48,Guatemala,2991.786012,Understand hotel question agent.,Thing important until million then perhaps.,9519396.26,Film agency party return blue.,Fish performance wonder hand cost decision.,95.0015951
403.1525557,Natural Gas,Steam Turbine,02-02-1989,91.77666433,Option wear trial series move instead include.,78,Costa Rica,3925.599986,Again represent relate throw young environment.,Maybe to treat catch many candidate.,8284693.979,Itself election happy study mind use seat western.,Fine authority drug forget red common.,35.88349969
915.1606421,Wind,Hydro,27-12-1998,65.25904528,Speak firm soldier man we data.,46,Sri Lanka,1041.924987,Build occur mean position.,Weight also glass indicate tonight.,1524999.439,Young site investment pretty.,Body experience body explain.,41.30544012
984.959231,Coal,Steam Turbine,13-07-1974,23.46026869,Decision open choice reflect visit name else.,42,Peru,9124.612416,Second stage society but ready.,Main too realize discover could professional.,5420283.751,Travel kitchen build building.,Property smile get despite.,95.98747698
584.2969238,Wind,Hydro,08-10-1995,45.442547,Moment military buy onto never.,26,Benin,4086.954347,Mind red energy kitchen condition.,Civil region measure where firm value reduce.,7240719.105,Consumer player international especially.,War cost night too economy she.,15.81801422
967.7210587,Coal,Gas Turbine,14-05-1976,68.70930937,How foreign concern everybody.,39,Cook Islands,5150.904036,Agree military approach card finish visit.,Age event factor seem.,2603773.477,Someone process involve business own chair field.,Television to glass film how onto.,58.65661528
584.5483253,Coal,Steam Turbine,06-11-1972,88.92415437,Prepare truth section more spend sea.,74,Uganda,6916.991354,Friend beyond during yet challenge its all.,Station when best yeah.,5013212.44,Color exactly save dog.,Usually thank might everything boy involve.,18.34308364
506.4809192,Coal,Solar PV,20-09-1988,7.592782756,Truth bank already beat major future win rich.,34,Maldives,4140.79793,Health space tough simply customer.,Green feel the section event use need bad.,5033762.944,Style study nature business push least front treat.,Project professor remain finally.,55.32155821
708.7314773,Solar,Solar PV,11-04-1978,72.91106646,Risk officer machine campaign.,47,Poland,2499.605443,After popular finally nothing nothing.,Teach represent local show drive use.,5680533.59,Age worker allow pattern response watch food.,Number finally respond today employee.,58.61634973
621.6650095,Natural Gas,Gas Turbine,10-01-2002,87.32806759,Soon professor since institution one.,34,Costa Rica,7662.978561,Better later those side although particular allow.,Grow present team camera.,3111595.737,Around hospital kid peace within bank.,Bill nice moment doctor bad level admit.,84.97296521
993.5910945,Wind,Hydro,24-05-1990,77.71615778,Help woman staff write letter behavior.,98,Andorra,9385.212191,Democrat bed knowledge campaign.,Use choose real lawyer party police general.,3152328.983,People difference blood bad but.,Be similar member general take truth any claim.,13.30613409
882.4204842,Wind,Steam Turbine,18-01-1992,32.12035453,Road though sign attention.,61,Korea,2283.917262,Mouth back time process front.,Open senior ready investment task.,1166871.857,Letter speech officer.,Author bring learn discussion mean fast less Mr.,23.98275137
199.0439999,Coal,Steam Turbine,30-09-1975,50.38534216,Finish ok ago authority run.,13,New Zealand,7572.532497,Level certainly ten us.,Long return law eye measure walk.,6530538.741,Yourself management opportunity special.,Teach remember security before leave.,41.64445484
152.3106872,Coal,Solar PV,12-12-1989,69.65615762,Forget protect case drug.,75,Austria,8029.319689,World easy shoulder natural network.,Language point close father leg bring.,4628272.577,Page effort fire hold page film south.,Know idea could.,36.77565253
266.4300674,Solar,Steam Turbine,01-06-1993,31.68981639,Miss seem structure record accept edge degree.,31,Cayman Islands,6661.967906,Half set member box detail.,Dinner million argue allow term better religious.,5161184.957,Section individual radio staff.,Challenge cost save forward bit.,54.19049653
408.044639,Coal,Solar PV,26-03-1977,87.74556739,Democrat sometimes produce evening owner music give into.,100,Holy See (Vatican City State),9799.855911,Left collection whatever difficult.,Itself traditional front house could produce significant.,6452892.144,Activity condition wall character despite democratic develop possible.,Finish despite deal fly.,88.61102211
53.83453885,Wind,Hydro,10-04-1980,98.16123349,Create chair charge knowledge administration let.,66,Turkmenistan,8828.089431,These large fund production authority attorney candidate.,Main center economic hard speech.,8825648.316,Wind play past any term culture shoulder.,Performance line bad build guess.,18.25214745
548.9704401,Solar,Gas Turbine,15-01-1977,78.48563853,Try grow race moment recently window.,47,Saint Lucia,6782.425566,Determine parent statement.,Those audience policy fast American agreement.,3852678.989,Successful week authority history effort share field.,Always page fire care matter.,16.52636744
401.0694304,Wind,Gas Turbine,25-08-1983,11.65823581,Social fact once into seek audience list.,75,Slovenia,9528.941905,Remember seem thank factor fight.,Guy force once both here leader.,9931799.834,Contain three apply production natural anyone style.,Production throughout edge prepare yard add marriage.,67.25763862
872.4646371,Natural Gas,Gas Turbine,14-12-1995,56.90892411,Deal nation significant quickly commercial something benefit.,29,Suriname,259.557967,Culture teacher keep again character bed identify.,Case include charge.,5635427.515,Person throw meeting institution.,Protect media girl carry pressure or field lot.,73.07912908
174.4624956,Wind,Gas Turbine,08-04-1988,24.34955578,Provide consider list trouble animal management.,54,Seychelles,7435.726415,Bad peace respond return he pull almost.,These not through travel.,2892383.491,Economy talk enough quickly later two model.,Health vote employee boy her any central.,90.24881885
436.5806137,Solar,Solar PV,20-11-1980,31.70951905,Help section people son far response suddenly.,56,Aruba,8575.550804,Nice mean cultural across president all.,Instead writer onto relate far school.,4740045.475,Trip administration story citizen drive hope.,But part five today party subject.,38.34898243
845.2873094,Coal,Solar PV,19-12-2000,22.66168494,Later test three entire participant.,98,Cambodia,1370.688084,Tv community everyone level only interesting up interesting.,Cost away son attack story red.,3620500.813,Act rise if word drug impact popular friend.,Husband authority throughout memory film me early.,29.15426747
228.26409,Wind,Steam Turbine,06-01-1980,10.05891906,Appear letter if man.,99,Thailand,2214.545186,Drug rest minute grow wear report community.,Mean mouth keep film.,7034806.965,Other above gun.,Sea wait most professor hundred agent candidate only.,70.30139718
444.675926,Coal,Steam Turbine,26-07-1992,93.38134968,Five then best.,31,Chad,7707.115335,Will factor sort few whole.,Just represent could win particular.,3377141.317,Individual according poor simply.,Political question detail owner professor how bring.,49.72947554
166.8107342,Solar,Hydro,21-11-1983,78.21890263,Or amount practice prepare nor tell low floor.,81,Greenland,2450.199318,Public summer wait maintain back without.,Play among world yourself great well sometimes unit.,2562174.736,Especially home exist area across teacher character animal.,Lot more artist middle happy life.,27.96789672
904.3062154,Solar,Gas Turbine,12-09-1994,73.40253254,Player if perform including clear fly begin.,66,Portugal,6201.878046,Finish page manage situation color allow everyone.,Maintain per station these.,1660093.761,Most together significant degree I.,Vote when approach.,77.88745101
301.7044268,Natural Gas,Solar PV,23-10-1999,86.53628705,Mention forward physical section while score sort.,97,Palau,7073.63343,Force participant commercial.,Out technology individual authority whether.,1706065.688,Baby suddenly party keep open there vote.,Have learn election option vote because environmental.,16.31444536
854.7917367,Coal,Solar PV,12-04-1975,12.47455062,Throughout police article different chair.,3,Jamaica,6837.898938,Laugh old how there result region fly.,Finally attack friend industry well week.,4177306.553,Expect direction answer more drive involve.,With her myself necessary public character let.,65.95790099
741.4669151,Natural Gas,Hydro,07-09-1978,4.738992566,Whatever vote back choose window sea industry.,28,Saint Helena,3014.777919,Finally group that arrive customer.,Action movement identify.,5199785.704,Billion actually example.,Learn especially actually kitchen.,26.4539012
407.567381,Wind,Gas Turbine,30-09-1987,17.29473011,Summer present million rate improve kitchen.,95,Saint Kitts and Nevis,7166.21052,Must road father over.,Each scene play citizen.,7969029.47,Maybe real ground set.,Car test rich social wife open.,39.38339044
893.5635709,Wind,Steam Turbine,16-07-1976,6.340855136,Option make nice concern option without nature.,4,Hungary,7461.504318,Mention laugh stage business similar.,Remember reflect go size.,4344238.138,Real party short.,Others billion officer yard music.,41.55278598
203.5836249,Wind,Gas Turbine,08-04-1980,47.30277619,Study feel daughter none.,33,Wallis and Futuna,9816.393207,Offer consider minute bit.,Contain fire statement friend.,6005855.481,Town picture wonder structure.,Middle involve green quality standard Mr figure.,66.35576293
694.1361048,Wind,Solar PV,14-12-1985,85.62190231,Born model police level.,97,Tuvalu,5962.205569,Blue man support piece something go.,Marriage feel hospital style leave music.,3926605.89,Require beat send real someone rule now.,Success write against point very war.,50.17160415
728.2157211,Coal,Gas Turbine,20-03-1998,99.28026083,Event show say wait food.,38,Papua New Guinea,2708.366369,Listen place those miss.,Chance magazine high window none.,1469957.051,Artist both relationship community put threat cause door.,Cut music country month determine.,78.72313319
149.9653137,Coal,Gas Turbine,05-07-1985,90.99536313,Know sister affect both room agree build.,13,Guam,4068.192368,Number second hotel institution.,Trip production pay stay along keep.,5715865.561,By may such stand middle.,Own magazine now.,38.27877987
391.4252162,Wind,Solar PV,07-03-1998,56.3453445,Building physical name senior.,91,Croatia,3866.773898,Could community hair color.,Million morning middle same president peace money.,5914690.978,Man set behavior individual former top mouth turn.,Social staff yeah today animal.,63.3162799
802.468389,Wind,Hydro,09-03-1993,74.52012898,Research blue sea police.,84,Iraq,2845.552034,Again certainly natural travel economic.,Tv computer your of within themselves debate though.,9325481.02,Statement member order us something.,Lose cause stock red bad child nor.,37.94098493
669.5148043,Wind,Gas Turbine,04-11-1977,95.49378481,Kind number level goal week suggest.,94,Faroe Islands,6538.55187,Sell travel these.,According glass open state offer safe.,4398778.327,A deep rate item raise bed forward development.,Choice kitchen above kitchen list.,77.75034846
81.54434717,Solar,Steam Turbine,16-11-2002,79.47636564,Hour open year two fire.,38,Swaziland,1587.815881,Thank public actually.,Another against old democratic there.,3826900.244,Discussion oil rather change least your itself today.,In any instead natural fight meet thought.,71.31099393
157.312509,Wind,Solar PV,19-07-1982,12.94502973,Fight single mother that indicate really per.,10,Timor-Leste,8726.716188,Learn senior program suddenly enough.,Already success prevent use soon.,4634788.161,Around evidence movie if drive stage.,Green former give ask.,50.57704269
610.5275629,Natural Gas,Steam Turbine,23-11-1986,68.99443406,Stand everyone before sound candidate strong federal.,31,United States Minor Outlying Islands,3977.295418,Thank history after law.,Need behind blood party national finally.,3277119.977,Particular toward develop hit citizen reveal.,Lawyer team measure picture detail seem.,75.5776258
686.7010973,Natural Gas,Gas Turbine,03-12-1981,40.58508881,Year throughout pressure compare cause.,56,Lesotho,7243.747341,Spring field heart reflect memory cultural question.,Foreign evening write address partner box scene discuss.,6842568.097,Mission power throughout nothing federal.,Offer card player model those beautiful evening.,63.18419129
529.2567262,Natural Gas,Gas Turbine,05-06-1982,37.13934032,Region author ask.,56,Chile,9349.722986,Future lay dinner after mother allow leave.,Move purpose avoid young indicate.,7238317.946,Maintain hand road use lead choose.,Hour call new address discuss serious executive.,45.26578578
811.5048071,Coal,Hydro,26-10-1983,98.21750163,Industry he wonder president support home allow.,48,Central African Republic,6030.868239,Section decision thought do.,Small business second truth measure near.,7105511.744,Population these include everyone time.,Hope might strong all.,13.70708671
850.4309285,Natural Gas,Solar PV,06-07-1977,87.50728149,Large issue yet issue budget across nature.,17,Aruba,3537.237465,World decide sister save.,Catch available next high record.,4471216.339,Brother important wind though would.,Boy oil reveal kitchen.,18.85059636
28.04671545,Coal,Solar PV,18-05-1976,80.82684626,Several condition machine former.,95,Ireland,4511.858866,Represent friend level.,Action against between market moment attorney.,2711655.525,Finish lay health modern might laugh nearly into.,Property ready identify attack.,13.65282819
580.9575709,Solar,Hydro,19-02-2001,80.45560642,Police sure want entire weight.,53,Suriname,5735.535095,Smile process coach scene.,Pass plant little dark.,9921653.405,Leave style whether cause common discover treat member.,Hard involve story friend live.,22.67970629
221.8230155,Coal,Solar PV,17-10-1978,77.58973253,Deep body trouble would similar.,92,Swaziland,7484.210219,Town certainly reveal man environment.,Choose series because billion economic second director.,5241266.601,Middle deal treatment wrong side mouth.,Occur employee almost.,20.09629956
361.4443492,Coal,Solar PV,25-06-1998,66.1654076,Plant road affect various record miss away.,32,Marshall Islands,6622.681985,Beyond billion five discover economic result.,It stand magazine consider.,8244066.157,Plan many interest with carry field one.,City smile toward little reflect job.,99.43157892
520.6816762,Solar,Gas Turbine,17-08-1998,3.158197721,Debate word environmental speak.,4,Tuvalu,8540.200922,Environmental six foot song risk.,Factor charge with crime.,4604295.055,Instead purpose political they product might responsibility.,Into way company in daughter strategy interest peace.,62.1521093
